Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Методист,Образование и воспитание,от 103 500 тенге,"ИП ""INTELLECT A&A""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Организационно-методическое обеспечение работы;,https://enbek.kz/ru/vacancy/metodist~2913304,Молодежная практика,
Школьный психолог,Образование и воспитание,от 103 500 тенге,"ИП ""INTELLECT A&A""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Исследование динамики психических нарушений;,https://enbek.kz/ru/vacancy/shkolnyi-psikholog~2913305,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"ИП ""INTELLECT A&A""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2913306,Молодежная практика,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"ИП ""INTELLECT A&A""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2913307,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"ИП ""INTELLECT A&A""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Выявление причин возникновения дефектов;,https://enbek.kz/ru/vacancy/logoped-defektolog~2913309,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"ИП ""INTELLECT A&A""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~2913310,Молодежная практика,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"ИП ""INTELLECT A&A""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Моделирование урока;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2913217,Первое рабочее место,
Филолог,Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Болашак-Атырау""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Определение способов практического использования научных результатов;,https://enbek.kz/ru/vacancy/filolog~2913142,Молодежная практика,Наука
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"Образовательный центр ""My school""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2912334,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"Образовательный центр ""My school""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2912335,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Образовательный центр ""My school""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Владение современными технологиями и методиками преподавания;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2912333,Молодежная практика,
Учитель русского языка и литературы,Образование и воспитание,от 103 500 тенге,"Образовательный центр ""My school""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-russkogo-yazyka-i-literatury~2912332,Молодежная практика,
Пекарь,Производство,от 103 500 тенге,"ИП ""РАХМЕТОВ""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Приготовление порционных и мелкокусковых полуфабрикатов;,https://enbek.kz/ru/vacancy/pekar~2904206,Первое рабочее место,Сервисное обслуживание/производство
Техник по кадастру и землеустройству,Строительство и архитектура,от 103 500 тенге,Филиал некоммерческого акционерного общества «Государственная корпорация «Правительство для граждан» по Атырауской области,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,"Знать методологию кадастровой оценки земли, градостроительные работы и земельный кадастр;",https://enbek.kz/ru/vacancy/tekhnik-po-kadastru-i-zemleustroistvu~2911562,Молодежная практика,Строительство и архитектура
Программист-аналитик,IT и телекоммуникации,от 103 500 тенге,Филиал некоммерческого акционерного общества «Государственная корпорация «Правительство для граждан» по Атырауской области,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Сервисное обслуживание аппаратного и программного обеспечения;,https://enbek.kz/ru/vacancy/programmist-analitik~2911563,Молодежная практика,IT
Геодезист,Строительство и архитектура,от 103 500 тенге,Филиал некоммерческого акционерного общества «Государственная корпорация «Правительство для граждан» по Атырауской области,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Геодезическая съемка участка работ;,https://enbek.kz/ru/vacancy/geodezist~2911564,Молодежная практика,Строительство и архитектура
Финансист,Финансы и бухучет,от 103 500 тенге,Филиал некоммерческого акционерного общества «Государственная корпорация «Правительство для граждан» по Атырауской области,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Экономический анализ хозяйственно-финансовой деятельности;,https://enbek.kz/ru/vacancy/finansist~2911565,Молодежная практика,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,Филиал некоммерческого акционерного общества «Государственная корпорация «Правительство для граждан» по Атырауской области,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2911566,Молодежная практика,Юриспруденция
"Судебный исполнитель, частный",Юриспруденция,от 103 500 тенге,ЧСИ ЛУХПАНОВ МУРАТ АУБЕКЕРОВИЧ,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,"https://enbek.kz/ru/vacancy/sudebnyi-ispolnitel,-chastnyi~2910569",Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,Республиканское государственное учреждение «Администратор судов по Атырауской области Департамента по обеспечению деятельности судов при Верховном Суде Республики Казахстан (аппарата Верховного Суда Республики Казахстан)»,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Рассмотрение жалоб и претензий по спорным вопросам;,https://enbek.kz/ru/vacancy/yurist~2909600,Молодежная практика,Юриспруденция
Архитектор-дизайнер,Строительство и архитектура,от 103 500 тенге,БЕРДИГАЛИЕВ АЙБАР АМАНТАЕВИЧ,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Реставрация полов и архитектурных деталей;,https://enbek.kz/ru/vacancy/arkhitektor-dizainer~2908484,Молодежная практика,Строительство и архитектура
Учитель иностранного языка начального образования,Образование и воспитание,от 103 500 тенге,ИП Черкешбаев,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka-nachalnogo-obrazovaniya~2908741,Молодежная практика,
Преподаватель (в системе дошкольного воспитания и обучения),Образование и воспитание,от 103 500 тенге,ИП Черкешбаев,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/prepodavatel-(v-sisteme-doshkolnogo-vospitaniya-i-obucheniya)~2908742,Молодежная практика,
Логопед,Образование и воспитание,от 103 500 тенге,ИП Черкешбаев,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Выявление причин возникновения дефектов;,https://enbek.kz/ru/vacancy/logoped~2908743,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП Черкешбаев,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2908744,Молодежная практика,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП Черкешбаев,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2908752,Первое рабочее место,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП Томирис,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2908715,Первое рабочее место,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП Томирис,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2908716,Первое рабочее место,
Преподаватель языковой школы,Образование и воспитание,от 103 500 тенге,ИП Томирис,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия по практике целевого языка;,https://enbek.kz/ru/vacancy/prepodavatel-yazykovoi-shkoly~2908717,Первое рабочее место,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП Томирис,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Разработка обучающих программ;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2908718,Первое рабочее место,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП Томирис,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Разработка обучающих программ;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2908720,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП Томирис,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2908721,Молодежная практика,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП Томирис,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Разработка обучающих программ;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2908722,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,БАЕСЕНОВ,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2908689,Молодежная практика,Финансы
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Syndicat""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2907668,Молодежная практика,Финансы
Учитель иностранного языка начального образования,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Amity Academy""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Обеспечение методического сопровождения педагогического процесса;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka-nachalnogo-obrazovaniya~2908548,Молодежная практика,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,"ИП ""ЮНЫЕ ТАЛАНТЫ""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2908538,Первое рабочее место,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"ИП ""ЮНЫЕ ТАЛАНТЫ""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Моделирование урока;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2908537,Первое рабочее место,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""ЮНЫЕ ТАЛАНТЫ""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2908539,Первое рабочее место,Финансы
Преподаватель музыкальной школы,Образование и воспитание,от 103 500 тенге,ИП Aiman-Sholpan,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Профессиональная игра на инструменте;,https://enbek.kz/ru/vacancy/prepodavatel-muzykalnoi-shkoly~2908525,Молодежная практика,
Кобызист,Культура и спорт,от 103 500 тенге,ИП Aiman-Sholpan,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Подготовка программ из произведений традиционной народной музыки;,https://enbek.kz/ru/vacancy/kobyzist~2908526,Первое рабочее место,
Хореограф,Культура и спорт,от 103 500 тенге,ИП Aiman-Sholpan,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/khoreograf~2908527,Первое рабочее место,
Учитель изобразительного искусства,Образование и воспитание,от 103 500 тенге,ИП Aiman-Sholpan,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Разработка эскизов рисунков;,https://enbek.kz/ru/vacancy/uchitel-izobrazitelnogo-iskusstva~2908528,Первое рабочее место,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Глобал Энерджи Сервис Индастри""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2908504,Молодежная практика,Финансы
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"ИП ""ЮНЫЕ ТАЛАНТЫ""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Математический анализ;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2908483,Молодежная практика,
Помощник юриста,Юриспруденция,от 103 500 тенге,ЧСИ АУБЕКЕРОВ АСЕТ КАМБАРОВИЧ,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Представительство в суде по гражданским делам предприятия;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2908309,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП ӘСИЯ,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2908357,Молодежная практика,Финансы
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,ИП ӘСИЯ,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/logoped-defektolog~2908358,Молодежная практика,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП ӘСИЯ,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2908359,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Aiman-Sholpan,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2908313,Молодежная практика,Финансы
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"ИП ""МАСТЕРСКАЯ ВАШЕГО БИЗНЕСА""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2908079,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,A-Pro Academy,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2907649,Молодежная практика,Финансы
Web-разработчик,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""AtyrauSupply""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Разработка тестов для автоматизированного тестирования приложений;,https://enbek.kz/ru/vacancy/web-razrabotchik~2907570,Первое рабочее место,IT
Разработчик приложений,IT и телекоммуникации,от 103 500 тенге,A-Pro Academy,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Разработка мобильных приложений;,https://enbek.kz/ru/vacancy/razrabotchik-prilozhenii~2907587,Первое рабочее место,IT
Графический дизайнер,IT и телекоммуникации,от 103 500 тенге,A-Pro Academy,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Дизайн и макетирование Web-страниц;,https://enbek.kz/ru/vacancy/graficheskii-dizainer~2907588,Первое рабочее место,IT
Техник по учету,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Tayer Group""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Выполнение расчетов и платежных обязательств;,https://enbek.kz/ru/vacancy/tekhnik-po-uchetu~2907159,Молодежная практика,Менеджмент
Артист драмы,Культура и спорт,от 103 500 тенге,ИП Aiman-Sholpan,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Владение всеми элементами актерской техники и разнообразием выразительных средств;,https://enbek.kz/ru/vacancy/artist-dramy~2906908,Первое рабочее место,
Музыкальный руководитель,Культура и спорт,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Детский сад ""AYALA""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Использование шумов и музыки совместно с музыкальными редакторами;,https://enbek.kz/ru/vacancy/muzykalnyi-rukovoditel~2895721,Молодежная практика,
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Детский сад ""AYALA""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Оказание лечебно-профилактической помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2895723,Молодежная практика,Медицина
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Детский сад ""AYALA""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2895720,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""Абилова""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2894778,Первое рабочее место,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Атырауский городской отдел финансов""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/finansist~2893993,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Управление государственных доходов по городу Атырау Департамента государственных доходов по Атырауской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~2874955,Молодежная практика,Юриспруденция
Экономист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Управление государственных доходов по городу Атырау Департамента государственных доходов по Атырауской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist~2874956,Молодежная практика,Финансы
Экономист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Управление государственных доходов по городу Атырау Департамента государственных доходов по Атырауской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist~2874957,Молодежная практика,Финансы
Инженер по автоматизации,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Городской отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Работа с информационными системами и базами данных;,https://enbek.kz/ru/vacancy/inzhener-po-avtomatizacii~2869298,Первое рабочее место,IT
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Государственное учреждение ""Городской отдел внутренней политики""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Написание редакционных статей и подготовка комментариев;,https://enbek.kz/ru/vacancy/zhurnalist~2867798,Молодежная практика,Журналистика
Юрист,Юриспруденция,от 103 500 тенге,ЧСИ БАТЫРХАИРОВА МАЙРА АХМЫРЗАЕВНА,Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2866000,Молодежная практика,Юриспруденция
Помощник юриста,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Феникс Интернешнл Ресорсиз Каспиан""",Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2862564,Молодежная практика,Юриспруденция
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Феникс Интернешнл Ресорсиз Каспиан""",Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2862566,Молодежная практика,Финансы
Оператор по вводу данных,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Феникс Интернешнл Ресорсиз Каспиан""",Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,Внесение информации в программы и базы данных;,https://enbek.kz/ru/vacancy/operator-po-vvodu-dannykh~2862563,Молодежная практика,Менеджмент
Ассистент (общий профиль),HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Болашак-Атырау""",Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/assistent-(obshchii-profil)~2860446,Молодежная практика,Менеджмент
