Описание,Цена,Площадь,Количество комнат,x,y,Адрес,Район,Категория на сайте,Владелец,Категория владельца,Дата обьявления,Срок аренды 
"1-комнатная квартира, 36 м², 2/5 этаж помесячно",190000,36,1,76.859595,43.20994,Мустай Карима 12/1 — Саина,Auezovskiy_r-n,Аренда квартир,"""HOME VILLAGE""",Компания,2022-12-05,Помесячно
"1-комнатная квартира, 44 м², 5/5 этаж помесячно",250000,44,1,76.872324,43.220216,мкр №11 — Алтынсарина Шаляпина,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 77 м², 3/9 этаж помесячно",600000,77,3,76.896785,43.234654,ул. Сатпаева — проспект Гагарина,Bostandykskiy_r-n,Аренда квартир,"Жумабаев Руслан, компания «АГЕНТСТВО НЕДВИЖИМОСТИ ""VIZIT""»",Специалист,2022-12-05,Помесячно
"3-комнатная квартира, 75 м², 9/9 этаж помесячно",420000,75,3,76.913449,43.254099,Казыбек Би 154 — Жумалиева,Almalinskiy_r-n,Аренда квартир,"Муратова Диана, компания «Grand Estate Company»",Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 70 м², 2/9 этаж помесячно",450000,70,2,76.956245,43.229137,мкр Самал-2 24,Medeuskiy_r-n,Аренда квартир,"Шевченко Вадим, компания «АГЕНТСТВО НЕДВИЖИМОСТИ ""ЕВРАЗИЯ""»",Специалист,2022-12-05,Помесячно
"4-комнатная квартира, 153 м², 3/13 этаж помесячно",1200000,153,4,76.940439008344,43.245123100097,Шевченко,Almalinskiy_r-n,Аренда квартир,Рысбекова Назерке,Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 40 м², 3/9 этаж помесячно",240000,40,1,76.840973,43.218698,мкр Жетысу-3 2 — Абая момышулы,Auezovskiy_r-n,Аренда квартир,"Кенбаева Айгуль, компания «Apartamenty Almaty»",Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 38 м², 1/7 этаж помесячно",400000,38,1,76.990481615067,43.291215811099,"мкр Атырау, Буровая 11",Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 80 м², 7/9 этаж помесячно",750000,80,3,76.954109480401,43.229295648654,мкр Самал-2 89,Medeuskiy_r-n,Аренда квартир,"Фаткуллина Гульмира, компания «Арбат Риэл Эстейт»",Специалист,2022-12-05,Помесячно
"3-комнатная квартира, 60 м², 1/4 этаж помесячно",450000,60,3,76.916162,43.232349,мкр Коктем-3 — Байзакова-Бухар Жырау,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 50 м², 7/13 этаж помесячно",550000,50,2,76.8903,43.218008,Утепова 20 — Розыбакиева,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 40 м², 3/9 этаж помесячно",210000,40,1,76.915087971415,43.248314713889,Муканова 233 — Кабанбай Батыра,Almalinskiy_r-n,Аренда квартир,Бакытжан Алибек,Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 23 м², 3/9 этаж помесячно",219000,23,1,76.923174881665,43.255227032263,Казыбек би 125 — Досмухамедова,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 60 м², 1/5 этаж помесячно",500000,60,3,76.874346,43.213678,"мкр Таугуль — Джандосова Правды, напротив Нархоза",Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 45 м², 7/9 этаж помесячно",280000,45,1,76.792913,43.21128,"мкр Шугыла 341/4, к2 — Дом расположен ниже ул Абая",Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 44 м², 9/10 этаж помесячно",240000,44,2,76.831639266765,43.242160958744,мкр Аксай-1 11/9 — Возле магазина 12Месяцев,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 68 м², 12/12 этаж помесячно",1400000,68,3,76.938521,43.229544,проспект Сакена Сейфуллина 574,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 79 м², 2/9 этаж помесячно",450000,79,3,76.890596,43.242962,Шевченко 167 — Шевченко Радостовца,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 38 м², 9/12 этаж помесячно",250000,38,1,76.852302446655,43.246970041536,Толе би 285 — Отеген батыра,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 45 м², 1/4 этаж помесячно",480000,45,2,76.907404,43.2262,Тимирязева 73 — Ауэзова,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 37 м², 3/5 этаж помесячно",350000,37,1,76.938243,43.268996,Желтоксан 36 — Желтоксан Раимбека,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 65 м², 1/5 этаж помесячно",380000,65,3,76.881712,43.196856,мкр Орбита-2 28 — Аль-Фараби,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 40 м², 6/11 этаж помесячно",220000,40,1,76.817294,43.243238,мкр Акбулак,Alatauskiy_r-n,Аренда квартир,Дузбаева Бахытгуль,Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 60 м², 2/3 этаж помесячно",500000,60,1,76.904450973833,43.195573390523,мкр Казахфильм,Bostandykskiy_r-n,Аренда квартир,"Садыкова Балтамар, компания «Фаворит»",Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 42.9 м², 4/9 этаж помесячно",220000,42.9,2,76.786434091249,43.221572460565,Жунисова 10 к1,Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 38 м², 10/12 этаж помесячно",450000,38,1,76.89020187385,43.20778144934,Тажибаевой 157 к1 — Тажибаевой,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 43.5 м², 3/4 этаж помесячно",350000,43.5,2,76.943686,43.240959,Абая — Байсеитова,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 48 м², 5/9 этаж помесячно",250000,48,1,76.880984,43.251624,мкр Тастак-3,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 70 м², 4/6 этаж помесячно",180000,70,3,76.830615812045,43.343255700043,мкр Мадениет 834 — Саин эко пост,Alatauskiy_r-n,Аренда квартир,Кейкишев Сафяхат,Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 50 м², 10/17 этаж помесячно",590000,50,2,76.897770222931,43.236697447736,Айманова 140 — Сатпаева,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 35 м², 3/3 этаж помесячно",280000,35,1,76.940766050259,43.261707308127,проспект Абылай Хана — проспект Жибек Жолы,Almalinskiy_r-n,Аренда квартир,Уйсимбаева Корлан,Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 46 м², 3/12 этаж помесячно",500000,46,1,76.885925,43.230667,Егизбаева — Сатпаева/Егизбаева,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 42 м², 5/5 этаж помесячно",250000,42,2,76.899641139507,43.229894596352,Жандарбекова 193 — Жарокова Бухар жирау,Bostandykskiy_r-n,Аренда квартир,Дуйсебаева Залина,Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 40 м², 4/5 этаж помесячно",230000,40,1,76.836131,43.225609,"мкр Аксай-4 56 — Напротив ресторана Береке, Сәтті",Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 10.5 м², 4/5 этаж помесячно",120000,10.5,1,76.898941,43.249647,Богенбай батыра 272 — Жарокова,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 63 м², 3/9 этаж помесячно",400000,63,2,76.839706,43.217351,мкр Жетысу-1,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 57 м², 2/5 этаж помесячно",400000,57,3,76.902571,43.237124,Мынбаева — Клочкова,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 59.8 м², 3/5 этаж помесячно",250000,59.8,2,76.91335,43.294637,Ратушного 94/1 — Фестивальная,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 40 м², 1/9 этаж помесячно",170000,40,1,76.871908489409,43.24953606282,мкр Тастак-2 — Толе би Тлендиева,Almalinskiy_r-n,Аренда квартир,Уйсимбаева Корлан,Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 45 м², 3/4 этаж помесячно",250000,45,2,76.866700949737,43.233775548388,мкр Сайран — Абая Утеген батыра,Auezovskiy_r-n,Аренда квартир,Уйсимбаева Корлан,Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 53 м², 7/10 этаж помесячно",300000,53,1,76.826183,43.253057,мкр Акбулак,Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 34.1 м², 4/5 этаж помесячно",250000,34.1,1,76.889841,43.241852,Розыбакиева — Шевченко,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 70 м², 4/5 этаж помесячно",450000,70,3,76.898938738388,43.21476903238,мкр Алмагуль 18,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 72 м², 6/9 этаж помесячно",550000,72,3,76.867271679094,43.180326096825,"мкр Рахат, Аскарова Асанбая 21",Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 45 м², 2/4 этаж помесячно",250000,45,2,76.85779,43.217437,мкр №6 1А — Шаляпина-Берегового,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 37 м² помесячно",250000,37,1,76.806592798368,43.235907515845,Абишева 36/3,Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 35 м², 3/5 этаж помесячно",220000,35,1,76.872315,43.255071,"мкр Тастак-2, Тлендиева — Дуйсенова",Almalinskiy_r-n,Аренда квартир,Кулмагамбет Алия,Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 44 м², 3/4 этаж помесячно",280000,44,2,76.933913,43.266298,Маметовой — Наурызбай батыра,Almalinskiy_r-n,Аренда квартир,Валерий Семёнович,Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 51 м², 1/5 этаж помесячно",270000,51,2,76.836167,43.227948,мкр Аксай-4 40,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 42 м², 3/12 этаж помесячно",550000,42,1,76.892502974209,43.214704413455,Розыбакиева,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 75 м², 1/3 этаж помесячно",350000,75,2,76.899819405312,43.306615205113,"мкр Дорожник, Мк-Кокмайса 6",Zhetysuskiy_r-n,Аренда квартир,Умбетбаева Ляззат,Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 46 м², 6/8 этаж помесячно",525000,46,2,76.895007,43.208856,Розыбакиева 310А,Bostandykskiy_r-n,Аренда квартир,"Сиргебаева Гаухар, компания «РЕГИОН 02»",Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 55 м², 2/9 этаж помесячно",500000,55,2,77.01562,43.289271,мкр Думан-2 291 — Райымбек батыра дом 291,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 105 м², 12/16 этаж помесячно",750000,105,3,76.886599,43.206385,Навои 208/2 — Торайгырова,Bostandykskiy_r-n,Аренда квартир,Almaty Estate Group,Компания,2022-12-05,Помесячно
"2-комнатная квартира, 60 м², 3/5 этаж помесячно",300000,60,2,76.894723584632,43.219346546487,Утепова 21а — проспект Гагарина,Bostandykskiy_r-n,Аренда квартир,Менжулина Тамара,Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 31 м², 3/5 этаж помесячно",250000,31,1,76.882224,43.234227,Сатпаева — Тургут озала,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 45 м², 4/5 этаж помесячно",350000,45,1,76.958841,43.248879,Жамбыла 2,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 35 м², 1/1 этаж помесячно",200000,35,1,76.821984128628,43.263894441443,мкр Акбулак,Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 70 м², 7/9 этаж помесячно",277000,70,2,76.820905,43.254342,мкр Нуркент (Алгабас-1) 51 — Астана арена Момышулы Рыскулова,Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 52 м², 9/12 этаж помесячно",600000,52,2,76.894609367648,43.223354591761,Бабаева 158 — Радостовца,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 43 м², 9/9 этаж помесячно",170000,43,1,76.818506,43.280961,мкр Зердели (Алгабас-6),Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 61 м², 2/5 этаж помесячно",350000,61,3,76.872576,43.199419,мкр Орбита-3 — Торайгырова-Мустафина,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 52 м², 5/5 этаж помесячно",400000,52,2,76.935745,43.24266,Мауленова,Bostandykskiy_r-n,Аренда квартир,Жулдыз,Компания,2022-12-05,Помесячно
"1-комнатная квартира, 44 м², 3/6 этаж помесячно",250000,44,1,76.90894,43.314194,мкр Айнабулак-2 32/2,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 50 м², 5/5 этаж помесячно",350000,50,2,76.893758,43.249864,Гагарина 10 — Толе би,Almalinskiy_r-n,Аренда квартир,"Чернова Виктория, компания «ИП Atrium Home»",Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 65 м², 5/5 этаж помесячно",200000,65,2,76.977113,43.313578,мкр Жас Канат 1/38,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 117 м², 6/12 этаж помесячно",900000,117,3,76.951277,43.229229,мкр Самал-2 58,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 40 м², 1/5 этаж помесячно",270000,40,2,76.902867,43.208612,"мкр Алмагуль, Алмагуль мкр — Жарокова-Байкадамова",Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"5-комнатная квартира, 190 м², 1/16 этаж помесячно",1500000,190,5,76.86882952752,43.198250557179,Аскарова 8 — Аль-Фараби,Auezovskiy_r-n,Аренда квартир,"Жаканбаева Назгуль, компания «Apple Town»",Специалист,2022-12-05,Помесячно
"3-комнатная квартира, 63 м², 1/3 этаж помесячно",500000,63,3,76.943785,43.240296,проспект Абая 20/16,Bostandykskiy_r-n,Аренда квартир,Шабельникова Татьяна,Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 55 м², 8/9 этаж помесячно",260000,55,2,76.875244,43.250875,"мкр Тастак-2, Брусиловского 23 — Толе Би",Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"4-комнатная квартира, 150 м², 12/14 этаж помесячно",1300000,150,4,76.956650372837,43.227989021279,Мкр. Самал-3 15 — бульвар Мендикулова,Medeuskiy_r-n,Аренда квартир,"ABDURAKHMANOV SANJAR, компания «Prospekt City»",Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 54 м², 1/4 этаж помесячно",350000,54,2,76.930418,43.26186,Амангельди 6 — Сейфуллина-Макатаева,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 50 м², 1/1 этаж помесячно",150000,50,2,76.996912,43.363823,мкр Жулдыз-1 17в,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 75 м², 10/10 этаж помесячно",330000,75,3,76.900838035638,43.266596219526,Райымбека 241 — Райымбека Байзакова,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 42 м², 9/10 этаж помесячно",250000,42,2,76.83992732237,43.248222056052,Райымбека — Саина,Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 58 м², 5/7 этаж помесячно",500000,58,2,76.990481615067,43.291215811099,"мкр Атырау, Буровая 11 — Рыскулова - Кульджинка",Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"4-комнатная квартира, 89 м², 5/5 этаж помесячно",400000,89,4,76.900538,43.213318,мкр Алмагуль 273,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 74 м², 3/14 этаж помесячно",600000,74,2,76.931847,43.239501,Масанчи 98в,Bostandykskiy_r-n,Аренда квартир,"Кулбаева Балжан, компания «Авангард»",Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 43 м², 2/4 этаж помесячно",450000,43,2,76.88897,43.224407,Тимирязева 80 — Розыбакиева,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 50 м², 16/17 этаж помесячно",400000,50,2,76.933566,43.225268,Бальзака 8,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 74 м², 4/4 этаж помесячно",250000,74,2,76.847333,43.231298,мкр №1 12,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 60 м², 5/5 этаж помесячно",600000,60,2,76.949238,43.229255,Назарбаева 247 — Аль Фараби,Medeuskiy_r-n,Аренда квартир,Кусаинбекова Дана,Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 56 м², 9/9 этаж помесячно",330000,56,2,76.944603,43.266856,Назарбаев 47/26 — Мамедов,Almalinskiy_r-n,Аренда квартир,"Краль Галина, компания «Ришон»",Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 48 м², 1/2 этаж помесячно",270000,48,2,76.898447,43.248675,Жарокова 12 — Карасай батыра,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 82 м², 1/5 этаж помесячно",350000,82,3,76.775821943799,43.21472324214,Алтын Орда,Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 42 м², 10/16 этаж помесячно",200000,42,1,76.807331,43.235725,Абишева 36/5,Nauryzbayskiy_r-n,Аренда квартир,"Дуйсенкулов Ерлан, компания «Apartamenty Almaty»",Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 39 м², 4/4 этаж помесячно",180000,39,1,76.880948,43.211766,мкр Таугуль-1 3 — Токтабаева,Auezovskiy_r-n,Аренда квартир,"Дуйсенкулов Ерлан, компания «Apartamenty Almaty»",Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 47 м², 3/4 этаж помесячно",400000,47,2,76.93376,43.26593,Маметовой 72/1 — Наурызбай батыра,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 77 м², 1/5 этаж помесячно",350000,77,3,76.983504284378,43.324801179768,мкр Жас Канат,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 112 м², 5/6 этаж помесячно",800000,112,2,76.868512619548,43.188210514897,"мкр Мирас, Мкр. Мирас 157/2",Bostandykskiy_r-n,Аренда квартир,ТРИУМФ,Компания,2022-12-05,Помесячно
"1-комнатная квартира, 30 м² помесячно",190000,30,1,76.812874,43.19677,мкр Таусамалы 53,Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"4-комнатная квартира, 155 м², 7/18 этаж помесячно",1500000,155,4,76.867943,43.198161,Аскарова — Саина,,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 40 м², 3/5 этаж помесячно",160000,40,1,76.839248,43.307326,мкр Саялы 43 — Напротив автоцона,Alatauskiy_r-n,Аренда квартир,Укебаева Алина,Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 44 м², 4/4 этаж помесячно",350000,44,2,76.845069,43.228585,мкр №1 78 — Вдоль Саин между Жубанова и Улугбека,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 43 м², 2/5 этаж помесячно",450000,43,2,76.941341751448,43.270581785441,Пр. Райымбека 127/147 — Абылайхана,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 32 м², 3/10 этаж помесячно",180000,32,1,76.777462,43.217312,"мкр Шугыла, Алтын Орда 6/40",Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 45 м², 4/12 этаж помесячно",300000,45,1,76.819081,43.269278,Дарабоз — Момышулы-рыскулова,Alatauskiy_r-n,Аренда квартир,Корпебаев Канат,Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 42.1 м², 2/5 этаж помесячно",250000,42.1,2,76.888931607277,43.196397976692,Бостандыкский район — Навои Альфараби,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 65 м², 5/18 этаж помесячно",400000,65,2,76.877508,43.241892,"мкр Тастак-2, Брусиловского",Almalinskiy_r-n,Аренда квартир,тлеханов белан,Специалист,2022-12-05,Помесячно
"3-комнатная квартира, 75 м², 4/5 этаж помесячно",280000,75,3,76.822908,43.235928,мкр Аксай-3Б 7,Auezovskiy_r-n,Аренда квартир,Талгатова Аида,Специалист,2022-12-05,Помесячно
"3-комнатная квартира, 136 м², 5/9 этаж помесячно",700000,136,3,76.952194,43.228664,мкр Самал-2 — Мендекулова,Medeuskiy_r-n,Аренда квартир,"Толебаев Талгат, компания «NurStarTrade»",Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 81 м², 9/9 этаж помесячно",550000,81,2,76.954152,43.229255,мкр Самал-2 32,Medeuskiy_r-n,Аренда квартир,"Аканаева Дина, компания «риэлторская группа КВАДРАТ»",Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 26 м², 5/5 этаж помесячно",150000,26,1,76.871516,43.199018,мкр Орбита-3 39,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 32 м², 1/4 этаж помесячно",300000,32,1,76.938647,43.258735,Желтоксан 77/79 — Гоголя,Almalinskiy_r-n,Аренда квартир,ИП Надежда,Компания,2022-12-05,Помесячно
"4-комнатная квартира, 157 м², 2 этаж помесячно",800000,157,4,76.868241,43.180064,Аскарова Асанбая 21,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 42 м², 2/9 этаж помесячно",350000,42,1,76.877094,43.210689,мкр Таугуль-1 — Сулейменова токтабаева,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 62 м², 4/4 этаж помесячно",700000,62,3,76.958257,43.224479,"мкр Самал-3, Кажымукана — Самал-3",Medeuskiy_r-n,Аренда квартир,"Семёнов Константин, компания «Авангард»",Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 58 м², 4/10 этаж помесячно",250000,58,1,76.840063333511,43.24858208663,Райымбека 483,,Аренда квартир,"Ахметбекова Мариям, компания «Apartamenty Almaty»",Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 30 м², 1/4 этаж помесячно",130000,30,1,76.870402,43.213784,Жандсова 57а — Берегового,Auezovskiy_r-n,Аренда квартир,Светлана Щипачёва,Специалист,2022-12-05,Помесячно
"1-комнатная квартира, 41 м², 3/9 этаж помесячно",170000,41,1,76.813036,43.26035,мкр Нуркент (Алгабас-1) 5/5 — Момышулы-Аднан Мендереса,Alatauskiy_r-n,Аренда квартир,Агентство Прогресс,Компания,2022-12-05,Помесячно
"1-комнатная квартира, 40 м², 2/5 этаж помесячно",150000,40,1,76.920025,43.329017,мкр Айнабулак-3 152,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"1-комнатная квартира, 30 м², 6/10 этаж помесячно",300000,30,1,76.966522096789,43.26695843638,Тянь-Шанская 7,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"2-комнатная квартира, 55 м², 1/5 этаж помесячно",230000,55,2,76.930769,43.290648,Рыскулова 54,Zhetysuskiy_r-n,Аренда квартир,"Горбунова Ася, компания «Агентство недвижимости Мечта»",Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 62 м², 1/9 этаж помесячно",400000,62,2,76.846875,43.220577,"мкр Жетысу-2, Саина — Абая",Auezovskiy_r-n,Аренда квартир,"Мусинова Аксана, компания «Авангард»",Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 45 м², 4/4 этаж помесячно",250000,45,2,76.893507,43.231383,Радостовец 152Д — Гагарина,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
"3-комнатная квартира, 150 м², 5/5 этаж помесячно",650000,150,3,76.98147,43.259004,мкр Коктобе 78,Medeuskiy_r-n,Аренда квартир,"Саралиева Дилара, компания «ТОО Агентство недвижимости ДОКА»",Специалист,2022-12-05,Помесячно
"2-комнатная квартира, 40 м², 9/10 этаж помесячно",350000,40,2,76.966522096789,43.26695843638,Тянь-Шанская 7 — Коперника Макатаева,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-05,Помесячно
